analysis,setting,subset,model_id,task_id,total_turn,history_group,earlier_non_pass_count,final_pass,cell_id
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,3f5416189b8bbdccc8abbe58,5,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,3f7f211f2c53906009cc9cb5,5,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,438d8ed20111434756439491,4,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,444a9762bca3ef11103d7efc,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,463e1c09788a187e8f740411,4,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,4756f5d300a22ab8ca33bd64,4,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,48161bb3ecc9d0821c4bb5c3,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,4cf672eef1f3618e1bc37f3b,3,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,4ea300a39f6510d353b6dd8d,5,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,4f7588dfff4b92c7785a3a64,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,504cc63b3be367e0761f1ada,5,at_least_one_earlier_non_pass,1,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,512e861a82262dd5273f3e04,5,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,51575700375ff7d8c4a2ec2c,5,at_least_one_earlier_non_pass,3,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,51bccef5acef23e0864c5bc0,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,52a0cece715a19e8c14b677a,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,556ce12454466400543b382e,4,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,567bafa6790e1d23d5cecd82,5,at_least_one_earlier_non_pass,4,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,57ee69c3ed7f16d357d8c1d2,4,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,58f93dbdecc5f2a871bae035,4,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,5b6e9486509d0050b64e2111,5,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,5bcac88cd0c76eec89b8ccd3,5,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,5c9f754ff2d02fa8e2414f1a,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,5cf966c24be780d5ef4c9c7a,5,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,5d34f7d5dff2f1bcdce9730f,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,60de347724f94a00e7c23875,3,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,643d166717180e2223380266,5,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,646799155482307696cd1a4b,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,64e530c084679a23ec59ef8d,4,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,6744e5d8600d58651f4f4fc0,4,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,6c92969e4d9e87bb79dba85b,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,6cad3a89d3f3a530dd85285c,5,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,6fa4d56fac542a9f5409b4e1,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,75cf3a72cc82d3bd591c1461,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,7a620af79b775ba6976cb8bb,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,7aa2d3f4581537270f972369,5,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,7b95b1c42aec649f3ed45dbe,5,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,7ba6138e9af1595d54052ef4,5,at_least_one_earlier_non_pass,3,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,7c8797e7267adb2297d28477,5,at_least_one_earlier_non_pass,4,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,7e1afe72e21cf7ed8b83e686,5,at_least_one_earlier_non_pass,4,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,7e9ada2258b5ff0abc9fa274,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,7f6516393328ff7be5d4f342,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,81ad20ac5003598ee60b2ddd,5,at_least_one_earlier_non_pass,4,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,81f2d554767948d04f5290b1,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,837379fbcecdf12573076c59,4,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,85e50bcd0beb4c13ba68b8ea,5,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,865f8ec552c9cdcc47463551,4,at_least_one_earlier_non_pass,1,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,86ff24a9a1f01c0b88a83210,4,at_least_one_earlier_non_pass,3,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,893d020dff678f458438a740,5,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,89fc023bd908548101296420,5,at_least_one_earlier_non_pass,4,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,8a5030b2409d2ee2be78ac41,5,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,8a6db1ec126e3a7b6c470c62,5,at_least_one_earlier_non_pass,4,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,8f3b9666cf9c3f238233b3a1,4,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,8f68e7734223d75f4783ce28,5,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,91282defec9c070ea3f0ac4e,4,at_least_one_earlier_non_pass,1,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,935852b5e5bfa82b2fdd89f6,3,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,9409417c6d7f8425110007ab,4,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,946def5961d15840f07580f3,5,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,94a6400e766ad7bcabc5cd0f,5,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,96e68543c7da9135dc9c87bf,5,at_least_one_earlier_non_pass,1,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,98cf273b52726fcfbba22969,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,98e3777f1697292a71639cd7,5,at_least_one_earlier_non_pass,4,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,99d57b451a9036bea281ca7f,5,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a0433cc9fadaf3ceaf05d493,5,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a07e2af7c89d423cea622b53,4,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a21c252ff8f9fb3939f90491,5,at_least_one_earlier_non_pass,1,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a27daf6089c6fa7f566e01fa,4,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a44661a4eb0419e7d01c87b7,5,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a455993588089f3481b340df,4,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a4b44888e6dd64acc5f1839b,5,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a4bd4dd208fc70898e020d16,5,at_least_one_earlier_non_pass,4,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,a52821544bdffda8f692a190,5,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,aba16f62c070c58b82c81ec4,5,at_least_one_earlier_non_pass,1,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,ac5a23143070e0197bddd501,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,acbf1b838b896f3b94c3f0dd,5,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,ad87fa93578194eab2007d09,3,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,adbc8fa6be3c9d9e940443f7,5,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,ae01d544500ca6455b71ba24,5,at_least_one_earlier_non_pass,4,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,b08b33ff43c9075bad893b12,4,at_least_one_earlier_non_pass,3,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,b393b17e28e432ac72dbf1b5,5,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,b737e913a025ff370be17802,4,at_least_one_earlier_non_pass,1,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,b7d3bfba1da7885bda14baff,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,b8289cdb3bb65e9d948efc3e,5,at_least_one_earlier_non_pass,1,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,b9bd8ec49ca589bac8171ce3,3,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,baf4ee1552bde49b4f0dea21,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,bb2fd96ea80afa07b71ba2bb,4,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,bcec91c802858e640f11bfef,5,at_least_one_earlier_non_pass,4,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,bd892c338a0cfb85f60f054b,5,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,be96d56c532669f36b4d0e57,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,bfab49ac54a0b34588025ff4,4,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,c02b9bac461645be7b11ce0b,5,all_earlier_turns_passed,0,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,c12e5879a3c7c5da08343888,4,at_least_one_earlier_non_pass,1,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,c478bc8b2f5a9967b9840d8c,3,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,c55f915ac09dc31c6391a307,4,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,c72f185ca5c58a79cc17a9e2,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,cbfe49386a8081bf397798ae,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,ccbb751fd35b9df6752396a8,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,cf6aca77fc0162eb46ab4778,5,at_least_one_earlier_non_pass,2,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,d1b10fdfbd999f31f0ce223a,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,d40b7081657f6701f4e9f09b,5,at_least_one_earlier_non_pass,2,0,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,d7f80993507c0196d6794d87,5,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,java_function,deepseek_v31_non_thinking,d8a44376d01de26214e268f9,4,all_earlier_turns_passed,0,1,java_function__rq1__deepseek_v31_non_thinking__base__fh
