setting,subset,depth,canonical_task_count,included_cells,nominal_cells,model_task_count,turn_observation_count,avg_acc,turn_1_pass_rate,turn_2_pass_rate,turn_3_pass_rate,turn_4_pass_rate,turn_5_pass_rate,observed_cr,avg_acc_power_baseline,product_baseline,gap_vs_avg_acc_power_pp,gap_vs_product_baseline_pp
FH / Basic,python_repository,3,89,10,11,890,2670,0.27303370786516856,0.2303370786516854,0.3112359550561798,0.27752808988764044,,,0.038202247191011236,0.020353954571052067,0.019895761373904385,1.784829261995917,1.8306485817106852
FH / Basic,python_repository,4,85,10,11,850,3400,0.3008823529411765,0.22705882352941176,0.30823529411764705,0.2752941176470588,0.39294117647058824,,0.02588235294117647,0.008195715357821688,0.007570860111349241,1.7686637583354783,1.831149282982723
FH / Basic,python_repository,5,25,10,11,250,1250,0.3512,0.224,0.288,0.468,0.456,0.32,0.028,0.0053428445204312894,0.004405560606720001,2.265715547956871,2.359443939328
FH / Basic,java_function,2,172,11,11,1892,3784,0.5655391120507399,0.5914376321353065,0.5396405919661733,,,,0.4164904862579281,0.3198344872591394,0.31916375391656865,9.665599899878874,9.732673234135946
FH / Basic,java_function,3,172,11,11,1892,5676,0.536645525017618,0.5914376321353065,0.5396405919661733,0.4788583509513742,,,0.27906976744186046,0.1545476965930744,0.15283422888393827,12.452207084878605,12.623553855792219
FH / Basic,java_function,4,163,11,11,1793,7172,0.5149191299498048,0.5828220858895705,0.5393195761293921,0.4785276073619632,0.4590072504182934,,0.20133853876185165,0.07030012658761406,0.06904126329192313,13.103841217423758,13.229727546992853
FH / Basic,java_function,5,109,11,11,1199,5995,0.48807339449541287,0.5629691409507923,0.5287739783152627,0.475396163469558,0.4378648874061718,0.4353628023352794,0.14345287739783152,0.027696549802646006,0.026977504726496945,11.575632759518552,11.647537267133458
FH / Basic,java_repository,2,40,11,11,440,880,0.28863636363636364,0.34545454545454546,0.2318181818181818,,,,0.16818181818181818,0.08331095041322314,0.08008264462809918,8.487086776859504,8.809917355371901
FH / Basic,java_repository,3,33,11,11,363,1089,0.2727272727272727,0.3305785123966942,0.2727272727272727,0.21487603305785125,,,0.1487603305785124,0.020285499624342593,0.01937274527944564,12.847483095416981,12.938758529906677
FH / Basic,java_repository,4,15,11,11,165,660,0.13333333333333333,0.28484848484848485,0.07878787878787878,0.07878787878787878,0.09090909090909091,,0.07272727272727272,0.0003160493827160494,0.00016074595188043722,7.241122334455667,7.256652677539228
FH / Basic,java_repository,5,4,11,11,44,220,0.05,0.18181818181818182,0.022727272727272728,0.0,0.045454545454545456,0.0,0.0,3.125000000000001e-07,0.0,-3.125000000000001e-05,0.0
FH / Golden,python_function,2,142,11,11,1562,3124,0.6213188220230474,0.5134443021766966,0.7291933418693982,,,,0.3687580025608195,0.38603707860010733,0.3744001665680265,-1.7279076039287855,-0.5642164007207018
FH / Golden,python_function,3,142,11,11,1562,4686,0.6327358087921469,0.5134443021766966,0.7291933418693982,0.6555697823303457,,,0.25160051216389245,0.253318693993402,0.2454454357014463,-0.17181818295095574,0.6155076462446146
FH / Golden,python_function,4,100,11,11,1100,4400,0.6013636363636363,0.48454545454545456,0.6836363636363636,0.6063636363636363,0.6309090909090909,,0.1318181818181818,0.13078220443621505,0.12672421608360082,0.10359773819667573,0.5093965734580985
FH / Golden,python_function,5,34,11,11,374,1870,0.6508021390374331,0.4919786096256685,0.8502673796791443,0.6550802139037433,0.6016042780748663,0.6550802139037433,0.17647058823529413,0.116746765851194,0.1079944952148706,5.972382238410012,6.847609302042352
FH / Golden,python_repository,2,89,10,11,890,1780,0.31179775280898875,0.2292134831460674,0.3943820224719101,,,,0.09438202247191012,0.09721783865673525,0.09039767706097715,-0.28358161848251323,0.39843454109329685
FH / Golden,python_repository,3,89,10,11,890,2670,0.3243445692883895,0.2292134831460674,0.3943820224719101,0.349438202247191,,,0.0550561797752809,0.034120853961374605,0.03158840175950999,2.0935325813906296,2.346777801577091
FH / Golden,python_repository,4,85,10,11,850,3400,0.37823529411764706,0.22588235294117648,0.3905882352941176,0.3447058823529412,0.5517647058823529,,0.04,0.020466718023131908,0.016780468141904432,1.9533281976868093,2.321953185809557
FH / Golden,python_repository,5,25,10,11,250,1250,0.4384,0.236,0.432,0.464,0.652,0.408,0.052,0.016193947514951436,0.012584080539647999,3.580605248504856,3.9415919460352002
FH / Golden,java_function,2,172,11,11,1892,3784,0.6252642706131079,0.5930232558139535,0.6575052854122622,,,,0.4223044397463002,0.3909554081053418,0.3899159250700625,3.1349031640958422,3.238851467623771
FH / Golden,java_function,3,172,11,11,1892,5676,0.6383016208597604,0.5930232558139535,0.6575052854122622,0.6643763213530656,,,0.29651162790697677,0.2600625650375847,0.25905090793502566,3.644906286939209,3.7460719971951106
FH / Golden,java_function,4,163,11,11,1793,7172,0.63218070273285,0.5844952593418851,0.6530953708867819,0.6609035136642498,0.630228667038483,,0.21751254880089235,0.1597220735235626,0.15899878780383658,5.779047527732975,5.851376099705577
FH / Golden,java_function,5,109,11,11,1199,5995,0.6161801501251043,0.5646371976647206,0.6447039199332777,0.6788990825688074,0.622185154295246,0.5704753961634695,0.16013344453711426,0.08882567538904226,0.087718577686418,7.130776914807199,7.241486685069626
FH / Golden,java_repository,2,40,11,11,440,880,0.3306818181818182,0.3409090909090909,0.32045454545454544,,,,0.17272727272727273,0.10935046487603306,0.10924586776859503,6.3376807851239665,6.34814049586777
FH / Golden,java_repository,3,33,11,11,363,1089,0.38475665748393023,0.33884297520661155,0.36363636363636365,0.45179063360881544,,,0.1349862258953168,0.056958485046252054,0.05566766634999679,7.802774084906475,7.931855954532002
FH / Golden,java_repository,4,15,11,11,165,660,0.35454545454545455,0.28484848484848485,0.18787878787878787,0.40606060606060607,0.5393939393939394,,0.05454545454545454,0.015801113311932246,0.011721645539627007,3.87443412335223,4.282380900582754
FH / Golden,java_repository,5,4,11,11,44,220,0.39545454545454545,0.20454545454545456,0.18181818181818182,0.5,0.5454545454545454,0.5454545454545454,0.0,0.009671255547543944,0.005532408988457071,-0.9671255547543944,-0.5532408988457072
